Shape,nsites,elements,nelements,composition,composition_reduced,formula_pretty,formula_anonymous,chemsys,volume,density,density_atomic,symmetry,material_id,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,grain_boundaries,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,types_of_magnetic_species,k_vrh,g_vrh,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed,possible_species,theoretical
Orthorhombic,20,"[Element Co, Element O, Element Yb]",3,Yb4 Co4 O12,Yb1 Co1 O3,YbCoO3,ABC3,Co-O-Yb,191.9333763645697,9.688850323665113,9.596668818228485,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-687081,-6.138348291,-6.878148291,-2.1805498492499993,0.0,True,,0.0,,,2.4887042,False,True,True,FM,3.9891982,0.020784286066133067,0.99729955,4,1,[Element Co],,,,,,,,,,,,,,"['O2-', 'Co3+', 'Yb3+']",False
Cubic,5,"[Element As, Element O, Element Sr]",3,Sr1 As1 O3,Sr1 As1 O3,SrAsO3,ABC3,As-O-Sr,62.80174892271716,5.56687622512511,12.560349784543432,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-978851,-6.102782299999999,-6.5149823,-2.2772467015833326,0.24564895449999824,False,,0.0,,,5.35715693,False,True,False,NM,7.64e-05,1.216526630397135e-06,7.64e-05,0,0,[],,,,,,,,,,,,,,[],True
Cubic,5,"[Element Be, Element K, Element O]",3,K1 Be1 O3,K1 Be1 O3,KBeO3,ABC3,Be-K-O,53.64977433795312,2.9747044245727032,10.729954867590624,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-973396,-4.724039456,-5.136239456,-1.19826386685,0.635952091,False,,0.0,,,0.71970714,False,True,True,FM,2.9999698,0.055917659244984944,2.9999698,3,1,[Element O],,,,,,,,,,,,,,"['Be2+', 'O-', 'K+']",True
Cubic,10,"[Element F, Element Fe, Element K, Element Na]",4,K2 Na1 Fe1 F6,K2 Na1 Fe1 F6,K2NaFeF6,ABC2D6,F-Fe-K-Na,151.2332320652325,2.975815973282393,15.12332320652325,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-558674,-4.799743297,-5.302543297,-2.9543214767551724,0.0,True,,4.0922,1.9672,-2.125,-1.98440117,False,False,True,FM,5.0000269,0.03306169438899053,5.0000269,1,1,[Element Fe],,,,,,,,,,,,,,"['F-', 'K+', 'Na+', 'Fe3+']",False
Cubic,5,"[Element K, Element Na, Element O]",3,K1 Na1 O3,K1 Na1 O3,KNaO3,ABC3,K-Na-O,87.51495972475456,2.088814888455919,17.502991944950914,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-973968,-3.547571542,-3.959771542,-0.5051734671603448,0.6109778246666688,False,,0.0,,,-1.51025786,False,True,True,FM,3.9998868,0.04570517786422049,3.9998868,3,1,[Element O],,,,,,,,,,,,,,[],True
Cubic,10,"[Element Cl, Element Li, Element Rb, Element Ta]",4,Rb2 Li1 Ta1 Cl6,Rb2 Li1 Ta1 Cl6,Rb2LiTaCl6,ABC2D6,Cl-Li-Rb-Ta,264.12160047780856,3.5933017766988344,26.412160047780855,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110667,-4.2319607349999995,-4.600360735,-1.9184618748333329,0.12093547919999725,False,,0.0,,,3.07322259,False,True,True,FM,1.9995717,0.007570648127160669,1.9995717,1,1,[Element Ta],,,,,,,,,,,,,,"['Rb+', 'Li+', 'Ta3+', 'Cl-']",True
Orthorhombic,20,"[Element Eu, Element O, Element Zr]",3,Eu4 Zr4 O12,Eu1 Zr1 O3,EuZrO3,ABC3,Eu-O-Zr,274.21787904044083,7.053166080151789,13.710893952022042,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1106293,-9.9639299985,-10.3761299985,-3.6471762857499996,0.0,True,,0.18659999999999943,5.4227,5.2361,5.23632035,True,False,True,AFM,0.0,0.0,0.0,4,1,[Element Eu],,,,,,,,,,,,,,"['Zr4+', 'O2-', 'Eu2+']",False
Cubic,5,"[Element Cu, Element N, Element Pd]",3,Cu3 Pd1 N1,Cu3 Pd1 N1,Cu3PdN,ABC3,Cu-N-Pd,58.35368837448001,8.851798420613749,11.670737674896001,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1206517,-5.0584441,-5.1306441,0.0321552490000002,0.11609742700000147,False,,0.0,,,6.47446825,False,True,False,NM,1.54e-05,2.639079110333483e-07,1.54e-05,0,0,[],,,,,,,,,,,,,,[],True
Cubic,10,"[Element Br, Element Cu, Element K, Element Y]",4,K2 Y1 Cu1 Br6,K2 Y1 Cu1 Br6,K2YCuBr6,ABC2D6,Br-Cu-K-Y,327.13648995725,3.604315261484464,32.713648995724995,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1112034,-3.720559467,-4.040959467,-1.8304949012666671,0.06310574824999904,False,,2.3226999999999998,3.3886,1.0659,1.0766168,False,False,False,NM,0.0002683,8.201469668977048e-07,0.0002683,0,0,[],,,,,,,,,,,,,,"['K+', 'Cu+', 'Y3+', 'Br-']",True
Cubic,10,"[Element Cl, Element Li, Element Nd, Element Rb]",4,Rb2 Li1 Nd1 Cl6,Rb2 Li1 Nd1 Cl6,Rb2LiNdCl6,ABC2D6,Cl-Li-Nd-Rb,302.12489518005987,2.9395693063235293,30.212489518005988,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110682,-4.042562945,-4.410962945,-2.438027104583333,0.032163016000000155,False,,4.8504000000000005,3.8626,-0.9878,-0.98583333,True,False,False,NM,1.64e-05,5.4282186809617115e-08,1.64e-05,0,0,[],,,,,,,,,,,,,,"['Nd3+', 'Li+', 'Cl-', 'Rb+']",True
Cubic,5,"[Element Cu, Element Er, Element O]",3,Er1 Cu1 O3,Er1 Cu1 O3,ErCuO3,ABC3,Cu-Er-O,53.403026653845295,8.669239076915824,10.680605330769058,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1184157,-6.493884548,-6.906084548,-2.2046862252499997,0.2747095850625003,False,,0.0,,,4.99354127,False,True,False,NM,0.000666,1.2471203258140512e-05,0.000666,0,0,[],,,,,,,,,,,,,,"['Er3+', 'O2-', 'Cu3+']",True
Cubic,10,"[Element Br, Element K, Element Na, Element Y]",4,K2 Na1 Y1 Br6,K2 Na1 Y1 Br6,K2NaYBr6,ABC2D6,Br-K-Na-Y,365.68168749655666,3.04023383136253,36.56816874965567,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110888,-3.743028088,-4.063428088,-2.130631659921839,0.026535424999999613,False,,4.0741,2.9232,-1.1509,-1.14335787,True,False,False,NM,0.000641,1.7528906202229112e-06,0.000641,0,0,[],,,,,,,,,,,,,,"['K+', 'Na+', 'Br-', 'Y3+']",True
Cubic,10,"[Element Cl, Element Ga, Element Na, Element Rb]",4,Rb2 Na1 Ga1 Cl6,Rb2 Na1 Ga1 Cl6,Rb2NaGaCl6,ABC2D6,Cl-Ga-Na-Rb,277.8072514687602,2.8473877554373117,27.780725146876023,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113926,-3.332075295,-3.7004752949999995,-1.9601843529051721,0.05649475149999894,False,,2.9042,2.2738,-0.6304,-0.62488598,True,False,False,NM,0.0011545,4.155759051990855e-06,0.0011545,0,0,[],,,,,,,,,,,,,,"['Ga3+', 'Cl-', 'Na+', 'Rb+']",True
Cubic,5,"[Element O, Element Rb, Element Ru]",3,Rb1 Ru1 O3,Rb1 Ru1 O3,RbRuO3,ABC3,O-Rb-Ru,62.97762089316109,6.184041013311599,12.595524178632218,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-975208,-6.04598619,-6.458186190000001,-1.4391856407500008,0.19918271775000562,False,,0.0,,,3.19489095,False,True,False,NM,0.0416099,0.0006607093029218976,0.0416099,0,0,[],,,,,,,,,,,,,,"['Rb+', 'Ru5+', 'O2-']",True
Cubic,10,"[Element O, Element Pr, Element Sr, Element V]",4,Sr2 Pr1 V1 O6,Sr2 Pr1 V1 O6,Sr2PrVO6,ABC2D6,O-Pr-Sr-V,149.11319980428738,5.156965633909211,14.911319980428738,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1517869,-7.115961305000001,-7.698161305000001,-3.005768205083334,0.19846715693748784,False,,1.6583999999999999,3.9625,2.3041,2.3350221,False,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['Pr3+', 'O2-', 'Sr2+', 'V5+']",True
Cubic,10,"[Element Cl, Element Li, Element Sc, Element Tl]",4,Li1 Sc1 Tl2 Cl6,Li1 Sc1 Tl2 Cl6,LiSc(TlCl3)2,ABC2D6,Cl-Li-Sc-Tl,261.4313384908801,4.277131861302021,26.14313384908801,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1205649,-4.035417337,-4.4038173369999996,-1.9980275144999993,0.0,True,,3.7702999999999998,4.3731,0.6028,0.60316887,True,False,False,NM,0.0063864,2.4428593897218588e-05,0.0063864,0,0,[],,,,,,,,,,,,,,"['Li+', 'Cl-', 'Tl+', 'Sc3+']",True
Cubic,5,"[Element F, Element N, Element Zn]",3,Zn1 N1 F3,Zn1 N1 F3,ZnNF3,ABC3,F-N-Zn,63.814802922926106,3.54957837564461,12.76296058458522,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1207389,-3.359968648,-3.6371686480000003,-0.5710335605000004,0.9907668865000003,False,,0.0,,,-2.34447783,False,True,True,FM,2.4579736,0.038517295163767534,2.4579736,1,1,[Element N],,,,,,,,,,,,,,"['F-', 'Zn2+', 'N+']",True
Cubic,10,"[Element Al, Element Cl, Element Cs, Element Rb]",4,Cs2 Rb1 Al1 Cl6,Cs2 Rb1 Al1 Cl6,Cs2RbAlCl6,ABC2D6,Al-Cl-Cs-Rb,332.4640379567791,2.9517251400988536,33.246403795677914,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1112525,-3.579700198,-3.9481001979999997,-2.187286737336206,0.042485857750001355,False,,4.6551,4.1163,-0.5388,-0.54871817,True,False,False,NM,8.79e-05,2.6438949770389044e-07,8.79e-05,0,0,[],,,,,,,,,,,,,,"['Cs+', 'Al3+', 'Rb+', 'Cl-']",True
Hexagonal,30,"[Element Ba, Element O, Element Sr, Element Ta]",4,Ba6 Sr2 Ta4 O18,Ba3 Sr1 Ta2 O9,Ba3SrTa2O9,AB2C3D9,Ba-O-Sr-Ta,495.20523849527854,6.743295727170235,16.50684128317595,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',mp-540950,-8.039917979666667,-8.452117979666667,-3.4066398506944457,0.0,True,,4.0236,5.409,1.3854,1.45472987,False,False,False,NM,3.4e-06,6.8658401319242445e-09,1.7e-06,0,0,[],,,,,,,,,,,,,,"['Ba2+', 'O2-', 'Sr2+', 'Ta5+']",False
Cubic,5,"[Element C, Element Ce, Element Rh]",3,Ce1 Rh3 C1,Ce1 Rh3 C1,CeRh3C,ABC3,C-Ce-Rh,75.6090522789165,10.121117962886379,15.121810455783299,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-22519,-7.812814738,-7.812814738,-0.3618790864999994,0.1457306565000005,False,,0.0,,,8.2550874,False,True,True,FM,0.7954981,0.01052120184056088,0.7954981,1,1,[Element Ce],,,,,,,,,,,,,,[],False
Cubic,5,"[Element Ca, Element O, Element Ti]",3,Ca1 Ti1 O3,Ca1 Ti1 O3,CaTiO3,ABC3,Ca-O-Ti,58.83985762289643,3.836497971925326,11.767971524579286,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-5827,-8.028414542,-8.440614542,-3.492382935916667,0.0644675975000002,False,,1.8284999999999996,5.3843,3.5558,3.65287293,False,False,False,NM,0.0,0.0,0.0,0,0,[],174.76943198556472,104.14973852952247,,,,,,,,,,,,"['Ti4+', 'Ca2+', 'O2-']",False
Cubic,5,"[Element F, Element Mn, Element Rb]",3,Rb1 Mn1 F3,Rb1 Mn1 F3,RbMnF3,ABC3,F-Mn-Rb,75.81974583115912,4.323308649455128,15.163949166231825,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-558749,-5.5795041759999995,-6.190304176,-3.0149069225862064,0.0,True,,2.9436999999999998,3.5092,0.5655,0.70073129,False,False,True,FM,5.0000009,0.06594589371394574,5.0000009,1,1,[Element Mn],,,9.062099983333342,6.73072000333334,2.331379980000002,1.5268857128154687,,,,,,,,"['Mn2+', 'F-', 'Rb+']",False
Cubic,5,"[Element K, Element O, Element Pd]",3,K1 Pd1 O3,K1 Pd1 O3,KPdO3,ABC3,K-O-Pd,67.42291986772541,4.766060397742008,13.484583973545082,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-972985,-4.64429011,-5.05649011,-0.8304207318499998,0.1662051293333331,False,,0.0,,,0.85183916,False,True,True,FM,2.0084574,0.02978894126715841,2.0084574,4,2,"[Element Pd, Element O]",,,,,,,,,,,,,,"['K+', 'Pd2+', 'O-']",True
Cubic,5,"[Element Cs, Element La, Element O]",3,Cs1 La1 O3,Cs1 La1 O3,CsLaO3,ABC3,Cs-La-O,108.21457999119708,4.907430595888201,21.642915998239417,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1183918,-5.950089472,-6.362289472,-2.2279943498362065,0.24989699262499965,False,,0.0,,,1.67283315,False,True,True,FM,1.9999964,0.018481764658354664,1.9999964,3,1,[Element O],,,,,,,,,,,,,,"['La2+', 'O-', 'Cs+']",True
Cubic,10,"[Element Cl, Element Cs, Element Gd, Element K]",4,Cs2 K1 Gd1 Cl6,Cs2 K1 Gd1 Cl6,Cs2KGdCl6,ABC2D6,Cl-Cs-Gd-K,370.7820642304217,3.022422253335421,37.078206423042175,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113049,-4.95156538,-5.31996538,-2.513110790886207,0.0,True,,3.2188,1.7365,-1.4823,-1.47475094,True,False,True,FM,7.0000259,0.018879084441500518,7.0000259,1,1,[Element Gd],,,,,,,,,,,,,,"['Cl-', 'K+', 'Cs+', 'Gd3+']",True
Cubic,10,"[Element Bi, Element Cu, Element I, Element Rb]",4,Rb2 Cu1 Bi1 I6,Rb2 Cu1 Bi1 I6,Rb2CuBiI6,ABC2D6,Bi-Cu-I-Rb,420.35030038088706,4.759756219292923,42.035030038088706,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110765,-2.6711154969999997,-2.898515497,-1.0244192925,0.0735826910000017,False,,0.33110000000000017,2.4546,2.1235,2.12667318,False,False,False,NM,0.0018585,4.421312410901049e-06,0.0018585,0,0,[],,,,,,,,,,,,,,"['I-', 'Rb+', 'Cu+', 'Bi3+']",True
Tetragonal,20,"[Element Mn, Element O, Element Sr, Element Ti]",4,Sr4 Ti2 Mn2 O12,Sr2 Ti1 Mn1 O6,Sr2TiMnO6,ABC2D6,Mn-O-Sr-Ti,236.33243217244234,5.256243726183258,11.816621608622118,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/m' number=87 point_group='-1' symprec=0.1 version='1.16.2',mp-1206645,-7.461935327000001,-8.040935327000001,-3.0292726787097712,0.0,True,,0.9884,4.2394,3.251,3.42550504,True,False,True,AFM,5.2e-06,2.2002904773585064e-08,2.6e-06,2,1,[Element Mn],,,84.22831713820227,76.66746461091437,7.560852527287904,2.7497004431915677,,,,,,,,"['Mn4+', 'O2-', 'Sr2+', 'Ti4+']",True
Cubic,10,"[Element Br, Element Ce, Element Cs, Element Li]",4,Cs2 Li1 Ce1 Br6,Cs2 Li1 Ce1 Br6,Cs2LiCeBr6,ABC2D6,Br-Ce-Cs-Li,369.3712906453785,4.011371762223144,36.93712906453785,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111848,-3.7605625590000002,-4.0809625590000005,-2.1858638844195406,0.0,True,,0.29090000000000016,2.4849,2.194,2.19666667,False,False,True,FM,0.9996535,0.002706364910638751,0.9996535,1,1,[Element Ce],,,,,,,,,,,,,,"['Li+', 'Br-', 'Ce3+', 'Cs+']",True
Orthorhombic,20,"[Element Ca, Element Ge, Element O]",3,Ca4 Ge4 O12,Ca1 Ge1 O3,CaGeO3,ABC3,Ca-Ge-O,216.4272088717933,4.932384058856298,10.821360443589665,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-8130,-6.5249081895000005,-6.9371081895,-2.64336941575,0.10737590583332768,False,,2.0286999999999997,6.0954,4.0667,4.23435723,False,False,False,NM,1.15e-05,5.31356480543643e-08,2.875e-06,0,0,[],,,,,,,,,,,,,,"['Ge4+', 'Ca2+', 'O2-']",False
Cubic,10,"[Element Br, Element Cs, Element In, Element Sc]",4,Cs2 Sc1 In1 Br6,Cs2 Sc1 In1 Br6,Cs2ScInBr6,ABC2D6,Br-Cs-In-Sc,398.8691024118174,3.7676583249151148,39.88691024118174,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113520,-3.649950844,-3.970350844,-1.9510380880862068,0.012464627999999589,False,,2.2014,2.5626,0.3612,0.4284058,True,False,False,NM,0.0007627,1.9121561318944705e-06,0.0007627,0,0,[],,,,,,,,,,,,,,"['Sc3+', 'In+', 'Br-', 'Cs+']",True
Cubic,5,"[Element Fe, Element Ga, Element O]",3,Ga1 Fe1 O3,Ga1 Fe1 O3,GaFeO3,ABC3,Fe-Ga-O,55.3622322858092,5.205957994132141,11.07244645716184,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1184033,-5.422339848,-6.285739848,-1.01810317475,0.9707042124999994,False,,0.0,,,2.70497483,False,True,True,FM,3.9359016,0.0710936217253811,3.9359016,1,1,[Element Fe],,,,,,,,,,,,,,"['Fe3+', 'Ga3+', 'O2-']",True
Cubic,5,"[Element Be, Element Hf, Element O]",3,Hf1 Be1 O3,Hf1 Be1 O3,HfBeO3,ABC3,Be-Hf-O,40.64850377274624,9.620466885977175,8.129700754549248,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1184563,-8.18291636,-8.59511636,-2.88778275425,0.7660095674999994,False,,1.0495,7.1763,6.1268,6.33635502,False,False,False,NM,2.8e-06,6.888322423019484e-08,2.8e-06,0,0,[],,,,,,,,,,,,,,"['Be2+', 'Hf4+', 'O2-']",True
Cubic,10,"[Element F, Element K, Element Tm]",3,K3 Tm1 F6,K3 Tm1 F6,K3TmF6,AB3C6,F-K-Tm,201.72978191694764,3.294407782220613,20.172978191694764,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1205844,-5.219053823,-5.496253823,-3.5686632160666667,0.06177094149999984,False,,6.0112000000000005,2.6614,-3.3498,-3.34984515,True,False,False,NM,0.0003598,1.7835740294813289e-06,0.0003598,0,0,[],,,,,,,,,,,,,,"['K+', 'F-', 'Tm3+']",True
Cubic,5,"[Element C, Element Ga, Element Ni]",3,Ga1 Ni3 C1,Ga1 Ni3 C1,GaNi3C,ABC3,C-Ga-Ni,53.82137968893875,7.95427496167457,10.76427593778775,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1206991,-5.994449438,-5.994449438,-0.07501512699999964,0.1577100584999993,False,,0.0,,,7.29300695,False,True,False,NM,0.002119,3.937097139179232e-05,0.002119,0,0,[],,,,,,,,,,,,,,"['Ni+', 'Ga+', 'C4-']",True
Cubic,10,"[Element Al, Element Br, Element K, Element Rb]",4,K1 Rb2 Al1 Br6,K1 Rb2 Al1 Br6,KRb2AlBr6,ABC2D6,Al-Br-K-Rb,363.96491020674983,3.268654871076659,36.396491020674986,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1114046,-3.1476260480000002,-3.468026048,-1.8545047578000002,0.07475058699999959,False,,3.283,2.5395,-0.7435,-0.75425252,True,False,False,NM,0.0019144,5.259847711452533e-06,0.0019144,0,0,[],,,,,,,,,,,,,,"['Al3+', 'K+', 'Br-', 'Rb+']",True
Cubic,10,"[Element Ba, Element In, Element O, Element Zr]",4,Ba2 Zr1 In1 O6,Ba2 Zr1 In1 O6,Ba2ZrInO6,ABC2D6,Ba-In-O-Zr,156.95107039066554,6.101393620494013,15.695107039066553,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1228073,-6.9812209890000005,-7.393420989000001,-2.9116743382500005,0.02924802337499699,False,,0.0,,,2.43496383,False,True,False,NM,1.0018903,0.006383456305880575,1.0018903,0,0,[],,,,,,,,,,,,,,[],True
Cubic,5,"[Element Al, Element La, Element O]",3,La1 Al1 O3,La1 Al1 O3,LaAlO3,ABC3,Al-La-O,54.13665153348018,6.560522946797748,10.827330306696037,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-5304,-8.008298052,-8.420498052000001,-3.7161682382500003,0.006788503999999307,False,,3.4924,11.3508,7.8584,7.93942141,False,False,False,NM,0.0,0.0,0.0,0,0,[],,,42.837842106666734,38.02902899666673,4.808813110000004,2.192900615623062,,,,,,,,"['La3+', 'Al3+', 'O2-']",False
Cubic,10,"[Element Ba, Element La, Element Mn, Element O]",4,Ba1 La1 Mn2 O6,Ba1 La1 Mn2 O6,BaLaMn2O6,ABC2D6,Ba-La-Mn-O,124.34492127853231,6.438173043580856,12.43449212785323,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1227844,-7.426484813,-8.172284813000001,-2.6863703233362073,0.15509130226663892,False,,0.0,,,4.52360923,False,True,True,FM,6.9999889,0.05629493209714647,6.9999889,2,1,[Element Mn],,,,,,,,,,,,,,"['Mn4+', 'Ba2+', 'O2-', 'La2+']",True
Cubic,10,"[Element Au, Element F, Element K, Element Tl]",4,K2 Tl1 Au1 F6,K2 Tl1 Au1 F6,K2TlAuF6,ABC2D6,Au-F-K-Tl,194.49024987134942,5.067560923883028,19.44902498713494,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111378,-3.807638068,-4.084838068,-2.1522183834333335,0.1675886426944455,False,,0.0,0.3864,0.4127,0.39645847,False,True,False,NM,0.0023234,1.194610013374384e-05,0.0023234,0,0,[],,,,,,,,,,,,,,"['Tl+', 'Au3+', 'F-', 'K+']",True
Orthorhombic,20,"[Element Fe, Element O, Element Sn]",3,Fe4 Sn4 O12,Fe1 Sn1 O3,FeSnO3,ABC3,Fe-O-Sn,233.75152028372537,6.323950878236458,11.687576014186268,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1178214,-6.4249229435,-7.288322943500001,-1.8243911037500005,0.03518453449999992,False,,1.0274999999999999,6.2489,5.2214,5.22649761,False,False,True,AFM,1.05e-05,4.4919493944917234e-08,2.625e-06,4,4,[Element Fe],,,,,,,,,,,,,,"['Sn4+', 'Fe2+', 'O2-']",True
Cubic,10,"[Element F, Element K, Element Rh]",3,K3 Rh1 F6,K3 Rh1 F6,K3RhF6,AB3C6,F-K-Rh,171.59917278242028,3.2339136720914805,17.159917278242027,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111856,-4.54422962,-4.82142962,-2.6049917684,0.0,True,,2.1828,1.8914,-0.2914,-0.21039827,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['K+', 'F-', 'Rh3+']",True
Cubic,10,"[Element Ba, Element Nb, Element O, Element Pr]",4,Ba2 Pr1 Nb1 O6,Ba2 Pr1 Nb1 O6,Ba2PrNbO6,ABC2D6,Ba-Nb-O-Pr,167.8383467940379,5.980378260141183,16.78383467940379,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1228384,-7.76487647,-8.17707647,-3.33704717575,0.019589118000000738,False,,2.8578,4.7489,1.8911,1.96217369,True,False,False,NM,7.2e-06,4.289842063825526e-08,7.2e-06,0,0,[],,,,,,,,,,,,,,"['Pr3+', 'Ba2+', 'O2-', 'Nb5+']",True
Cubic,10,"[Element As, Element Au, Element F, Element K]",4,K2 As1 Au1 F6,K2 As1 Au1 F6,K2AsAuF6,ABC2D6,As-Au-F-K,184.56801566177643,4.1752357638065005,18.456801566177642,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1112267,-4.122093434,-4.399293434,-2.2370262236,0.2529483660624994,False,,0.7657,1.6483,0.8826,1.03289367,False,False,False,NM,0.0005832,3.1598107500311565e-06,0.0005832,0,0,[],,,,,,,,,,,,,,"['Au-', 'F-', 'As5+', 'K+']",True
